Producto,País,Ciudad,Cantidad_total_sacos,Devolución,Moneda,Pedido_ID,Fecha_Pedido,Cliente,Línea_Producto,Venta_Total,Canal_Venta,Costo_Envío,Ruta,Transportista,Devoluciones,Satisfacción_Cliente,Distribuidora,Contacto_Comercial,Tipo_Cliente,Incoterm,Medio_Transporte,Nro_Contenedor,Puerto_Salida
Harina panadera especial GN (50 kg),Chile,Concepción,267,No,USD,10211,2024-01-15,Panadería La Vega,Panadera,2488.14,Tienda física,274.64,Ruta Centro,DHL,3,1,Harinas Express,Lucía Ramírez,Exportación,DAP,Marítimo,CONT-231542,Callao
Harina panadera especial GN (50 kg),Guatemala,Quetzaltenango,235,No,USD,10224,2024-02-21,Supermercado Quetzal,Panadera,2220.72,Online,73.24,Ruta Sur,DHL,3,3,Harinas Express,María Torres,Exportación,CIF,Aéreo,CONT-776456,Callao
Harina panadera especial GN (50 kg),Venezuela,Caracas,274,No,USD,10237,2024-04-05,Supermercado Orinoco,Panadera,1357.72,Distribuidor,249.95,Ruta Norte,FedEx,0,3,Distribuidora Andina Sur,Juan Pérez,Exportación,DAP,Aéreo,CONT-487331,Paita
Harina panadera especial GN (50 kg),Colombia,Bogotá,303,Sí,USD,10252,2024-05-26,Panadería La Candelaria,Panadera,1638.04,Online,172.5,Ruta Centro,UPS,3,3,Logística Integral Perú,Juan Pérez,Exportación,FOB,Marítimo,CONT-470468,Paita
Harina panadera especial GN (50 kg),Perú,Chiclayo,228,Sí,PEN,10264,2024-06-30,Bodega Los Olivos,Panadera,2626.08,Distribuidor,41.8,Ruta Sur,UPS,3,4,Distribuidora Andina Sur,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Chile,Santiago,259,No,USD,10276,2024-08-02,Panadería La Vega,Panadera,1661.88,Tienda física,287.53,Ruta Norte,DHL,3,4,Distribuidora Andina Sur,Luis Gutiérrez,Exportación,CIF,Aéreo,CONT-191835,Callao
Harina panadera especial GN (50 kg),Perú,Arequipa,268,No,PEN,10286,2024-08-28,Bodega Los Olivos,Panadera,2173.6,Tienda física,89.15,Ruta Sur,DHL,3,2,Distribuidora Andina Sur,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Trujillo,320,No,PEN,10299,2024-09-30,Pastelería Dulce Hogar,Panadera,2182.05,Online,260.7,Ruta Sur,DHL,3,4,Harinas Express,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Panamá,Colón,223,No,USD,10310,2024-10-16,Canal Market,Panadera,2819.88,Distribuidor,67.27,Ruta Norte,UPS,4,5,TransHarinas SAC,Carlos Huamán,Exportación,DAP,Marítimo,CONT-367883,Callao
Harina panadera especial GN (50 kg),Perú,Arequipa,236,No,PEN,10319,2024-11-03,Bodega San Martín,Panadera,2598.64,Online,259.1,Ruta Centro,FedEx,4,5,TransHarinas SAC,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Arequipa,272,No,PEN,10330,2024-11-16,Bodega San Martín,Panadera,2019.27,Online,23.7,Ruta Centro,FedEx,4,3,Distribuidora Andina Sur,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Colombia,Medellín,344,No,USD,10342,2024-11-24,Panadería La Candelaria,Panadera,1454.7,Distribuidor,163.3,Ruta Sur,FedEx,0,1,Logística Norte SAC,Rosa Fernández,Exportación,FOB,Aéreo,CONT-757132,Matarani
Harina panadera especial GN (50 kg),Venezuela,Caracas,268,No,USD,10355,2024-12-07,Supermercado Orinoco,Panadera,1657.57,Distribuidor,235.44,Ruta Norte,FedEx,2,3,Logística Norte SAC,Carlos Huamán,Exportación,DAP,Marítimo,CONT-918726,Callao
Harina panadera especial GN (50 kg),Perú,Arequipa,350,No,PEN,10363,2024-01-06,Bodega Santa Rosa,Panadera,2851.84,Distribuidor,281.74,Ruta Centro,DHL,0,1,Distribuciones Santa Clara,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Lima,224,No,PEN,10378,2024-02-10,Minimarket Don Lucho,Panadera,4609.64,Tienda física,274.58,Ruta Sur,UPS,4,3,Distribuciones Santa Clara,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Chiclayo,360,No,PEN,10390,2024-03-04,Pastelería Dulce Hogar,Panadera,5079.96,Online,249.49,Ruta Norte,DHL,0,3,Logística Norte SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera especial GN (50 kg),Perú,Piura,266,No,PEN,10403,2024-04-08,Bodega San Martín,Panadera,1879.92,Online,268.69,Ruta Sur,FedEx,2,5,Logística Integral Perú,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),EEUU,Los Ángeles,360,No,USD,10106,2024-02-17,Latin Market Miami,Integral,4774.86,Tienda física,75.78,Ruta Norte,DHL,3,1,TransHarinas SAC,Andrés Quispe,Exportación,FOB,Marítimo,CONT-625199,Matarani
Harina panadera integral (50 kg),Perú,Cusco,260,Sí,PEN,10119,2024-04-28,Bodega San Martín,Integral,2687.04,Distribuidor,99.57,Ruta Centro,FedEx,1,2,Logística Norte SAC,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Venezuela,Valencia,222,No,USD,10130,2024-06-16,Supermercado Orinoco,Integral,3423.75,Tienda física,100.91,Ruta Centro,UPS,4,2,Distribuciones Santa Clara,Diego Chávez,Exportación,CIF,Marítimo,CONT-882078,Matarani
Harina panadera integral (50 kg),Venezuela,Caracas,305,No,USD,10143,2024-08-10,Supermercado Orinoco,Integral,3455.76,Tienda física,125.58,Ruta Sur,FedEx,4,3,Harinas Express,Ana Rojas,Exportación,FOB,Marítimo,CONT-346689,Paita
Harina panadera integral (50 kg),Venezuela,Caracas,392,No,USD,10155,2024-10-06,Supermercado Orinoco,Integral,3622.97,Tienda física,130.13,Ruta Centro,DHL,2,3,Harinas Express,Juan Pérez,Exportación,DAP,Aéreo,CONT-201704,Paita
Harina panadera integral (50 kg),Guatemala,Quetzaltenango,364,No,USD,10167,2024-10-23,Supermercado Quetzal,Integral,3599.58,Online,172.48,Ruta Centro,UPS,3,5,Logística Integral Perú,Ana Rojas,Exportación,FOB,Marítimo,CONT-099679,Paita
Harina panadera integral (50 kg),Guatemala,Quetzaltenango,365,No,USD,10178,2024-11-08,Supermercado Quetzal,Integral,5386.56,Tienda física,64.77,Ruta Norte,FedEx,3,1,Harinas Express,Andrés Quispe,Exportación,DAP,Aéreo,CONT-524432,Matarani
Harina panadera integral (50 kg),Perú,Arequipa,213,No,PEN,10186,2024-11-14,Supermercado Túpac Amaru,Integral,4918.78,Online,213.55,Ruta Centro,FedEx,1,3,Distribuidora Andina Sur,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Panamá,Ciudad de Panamá,321,No,USD,10197,2024-11-26,Panadería Panamá Viejo,Integral,2538.8,Online,66.92,Ruta Norte,UPS,3,2,TransHarinas SAC,Luis Gutiérrez,Exportación,FOB,Aéreo,CONT-038299,Callao
Harina panadera integral (50 kg),Perú,Arequipa,400,No,PEN,10209,2024-01-09,Pastelería Dulce Hogar,Integral,2498.6,Online,106.89,Ruta Norte,DHL,2,1,Distribuciones Santa Clara,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Venezuela,Caracas,340,No,USD,10222,2024-02-19,Panadería El Ávila,Integral,3858.75,Distribuidor,160.94,Ruta Sur,UPS,3,3,Logística Norte SAC,Carlos Huamán,Exportación,FOB,Marítimo,CONT-659366,Callao
Harina panadera integral (50 kg),Chile,Valparaíso,241,No,USD,10249,2024-05-08,Distribuidora Andina Chile,Integral,5600.5,Online,243.0,Ruta Norte,DHL,2,1,Logística Norte SAC,Juan Pérez,Exportación,FOB,Marítimo,CONT-245382,Matarani
Harina panadera integral (50 kg),Guatemala,Quetzaltenango,242,No,USD,10262,2024-06-24,Supermercado Quetzal,Integral,4103.46,Online,227.05,Ruta Centro,FedEx,4,5,Distribuciones Santa Clara,Carmen Vásquez,Exportación,CIF,Aéreo,CONT-898034,Matarani
Harina panadera integral (50 kg),Perú,Piura,310,No,PEN,10273,2024-07-21,Supermercado El Sol,Integral,4287.5,Distribuidor,200.75,Ruta Norte,FedEx,4,2,Logística Norte SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Cusco,259,No,PEN,10283,2024-08-20,Minimarket Don Lucho,Integral,5795.54,Online,63.62,Ruta Norte,UPS,4,1,Distribuciones Santa Clara,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Chile,Santiago,267,No,USD,10296,2024-09-15,Panadería La Vega,Integral,1863.4,Tienda física,173.17,Ruta Sur,FedEx,0,2,TransHarinas SAC,Ana Rojas,Exportación,CIF,Aéreo,CONT-289739,Paita
Harina panadera integral (50 kg),EEUU,Miami,340,No,USD,10307,2024-10-14,Andes Bakery LA,Integral,4166.88,Tienda física,44.49,Ruta Centro,UPS,4,3,Logística Integral Perú,María Torres,Exportación,FOB,Marítimo,CONT-752999,Matarani
Harina panadera integral (50 kg),Perú,Piura,375,No,PEN,10316,2024-11-01,Panadería Doña Rosa,Integral,4080.07,Online,125.66,Ruta Centro,FedEx,2,4,Distribuciones Santa Clara,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Chiclayo,307,Sí,PEN,10328,2024-11-12,Supermercado Túpac Amaru,Integral,3815.48,Distribuidor,135.78,Ruta Centro,FedEx,1,1,Distribuidora Andina Sur,Lucía Ramírez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),El Salvador,San Salvador,307,No,USD,10338,2024-11-22,Mercado Centro,Integral,5526.45,Tienda física,31.15,Ruta Norte,DHL,3,2,TransHarinas SAC,Rosa Fernández,Exportación,CIF,Aéreo,CONT-505499,Matarani
Harina panadera integral (50 kg),Guatemala,Quetzaltenango,400,No,USD,10351,2024-12-03,Panadería Chapina,Integral,3374.6,Distribuidor,96.72,Ruta Centro,UPS,4,1,Logística Norte SAC,Luis Gutiérrez,Exportación,FOB,Marítimo,CONT-672088,Paita
Harina panadera integral (50 kg),Perú,Piura,330,No,PEN,10373,2024-01-31,Panadería El Trigal,Integral,3024.5,Distribuidor,287.58,Ruta Centro,UPS,0,3,Distribuciones Santa Clara,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Lima,265,No,PEN,10386,2024-03-01,Panificadora InkaPan,Integral,1266.1,Tienda física,287.02,Ruta Norte,FedEx,0,3,TransHarinas SAC,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Chiclayo,238,No,PEN,10398,2024-03-30,Pastelería Dulce Hogar,Integral,4811.85,Distribuidor,118.65,Ruta Sur,DHL,2,2,TransHarinas SAC,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Arequipa,294,No,PEN,10400,2024-04-01,Supermercado Mi Perú,Integral,7307.42,Tienda física,32.07,Ruta Sur,DHL,1,5,Distribuidora Andina Sur,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera integral (50 kg),Perú,Cusco,248,No,PEN,10415,2024-05-09,Supermercado El Sol,Integral,6209.25,Distribuidor,70.15,Ruta Norte,UPS,4,1,Logística Integral Perú,Patricia Salazar,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Piura,315,No,PEN,10104,2024-01-31,Supermercado El Sol,Premium,5348.5,Tienda física,129.82,Ruta Sur,UPS,4,1,Distribuciones Santa Clara,María Torres,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Panamá,Ciudad de Panamá,252,No,USD,10117,2024-04-16,Canal Market,Premium,2780.58,Online,285.38,Ruta Sur,FedEx,0,3,Logística Norte SAC,Patricia Salazar,Exportación,FOB,Aéreo,CONT-302444,Callao
Harina panadera premium (50 kg),Cuba,Santiago de Cuba,308,No,USD,10127,2024-06-03,Bodega Habana Centro,Premium,3447.0,Tienda física,59.54,Ruta Sur,UPS,2,1,Logística Integral Perú,Juan Pérez,Exportación,DAP,Aéreo,CONT-734029,Callao
Harina panadera premium (50 kg),Perú,Arequipa,229,No,PEN,10142,2024-08-08,Panificadora Andina,Premium,3791.52,Tienda física,233.78,Ruta Centro,FedEx,0,2,Logística Norte SAC,Carlos Huamán,Nacional,,Terrestre,,
Harina panadera premium (50 kg),EEUU,Los Ángeles,309,No,USD,10152,2024-09-25,Latin Market Miami,Premium,4524.1,Tienda física,50.43,Ruta Sur,DHL,0,4,Distribuidora Andina Sur,Ana Rojas,Exportación,CIF,Marítimo,CONT-201905,Matarani
Harina panadera premium (50 kg),Perú,Piura,333,No,PEN,10165,2024-10-22,Supermercado Túpac Amaru,Premium,3337.6,Tienda física,294.75,Ruta Centro,UPS,1,3,Logística Integral Perú,Pedro Castillo,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Piura,236,Sí,PEN,10176,2024-11-06,Bodega San Martín,Premium,5532.12,Distribuidor,126.85,Ruta Sur,DHL,2,4,Harinas Express,Miguel Sánchez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),El Salvador,Santa Ana,274,No,USD,10185,2024-11-14,Mercado Centro,Premium,5096.91,Online,237.07,Ruta Centro,DHL,1,1,Distribuciones Santa Clara,Carlos Huamán,Exportación,CIF,Aéreo,CONT-219454,Paita
Harina panadera premium (50 kg),Perú,Piura,284,No,PEN,10196,2024-11-26,Bodega Los Olivos,Premium,4537.08,Tienda física,115.93,Ruta Norte,FedEx,2,5,Distribuciones Santa Clara,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Arequipa,331,No,PEN,10207,2024-12-09,Supermercado Mi Perú,Premium,6146.8,Distribuidor,195.75,Ruta Norte,DHL,4,2,Harinas Express,Luis Gutiérrez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Guatemala,Ciudad de Guatemala,225,No,USD,10220,2024-02-12,Panadería Chapina,Premium,8258.0,Online,73.76,Ruta Sur,FedEx,3,1,Distribuidora Andina Sur,Carlos Huamán,Exportación,CIF,Marítimo,CONT-109476,Matarani
Harina panadera premium (50 kg),Cuba,Santiago de Cuba,334,No,USD,10230,2024-03-15,Bodega Habana Centro,Premium,7238.28,Online,60.89,Ruta Centro,FedEx,3,2,Logística Norte SAC,Luis Gutiérrez,Exportación,DAP,Marítimo,CONT-359078,Matarani
Harina panadera premium (50 kg),Venezuela,Valencia,336,No,USD,10247,2024-05-05,Panadería El Ávila,Premium,6756.0,Online,282.66,Ruta Norte,DHL,2,1,Logística Integral Perú,Ana Rojas,Exportación,FOB,Marítimo,CONT-063870,Callao
Harina panadera premium (50 kg),Perú,Arequipa,354,No,PEN,10272,2024-07-20,Pastelería La Estrella,Premium,3734.0,Online,276.94,Ruta Norte,DHL,3,1,TransHarinas SAC,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera premium (50 kg),EEUU,Miami,322,No,USD,10282,2024-08-20,Andes Bakery LA,Premium,4674.8,Tienda física,268.49,Ruta Norte,FedEx,0,1,Logística Integral Perú,María Torres,Exportación,CIF,Marítimo,CONT-029751,Callao
Harina panadera premium (50 kg),Perú,Lima,321,No,PEN,10292,2024-09-08,Pastelería La Estrella,Premium,7140.76,Tienda física,195.12,Ruta Norte,FedEx,4,3,Logística Integral Perú,Rosa Fernández,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Chiclayo,293,No,PEN,10306,2024-10-14,Panadería El Trigal,Premium,3600.65,Distribuidor,246.32,Ruta Sur,DHL,4,4,Logística Integral Perú,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Chile,Santiago,298,Sí,USD,10314,2024-10-22,Panadería La Vega,Premium,4206.74,Distribuidor,39.33,Ruta Centro,FedEx,3,5,Logística Integral Perú,Miguel Sánchez,Exportación,CIF,Aéreo,CONT-703402,Matarani
Harina panadera premium (50 kg),Perú,Cusco,324,No,PEN,10324,2024-11-05,Supermercado Mi Perú,Premium,5379.71,Distribuidor,113.74,Ruta Norte,FedEx,2,4,Distribuciones Santa Clara,Juan Pérez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Lima,348,No,PEN,10337,2024-11-21,Pastelería El Buen Sabor,Premium,5679.36,Online,107.84,Ruta Sur,UPS,0,4,Logística Integral Perú,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Arequipa,336,No,PEN,10349,2024-12-01,Bodega Santa Rosa,Premium,4394.84,Online,197.98,Ruta Norte,UPS,2,2,Distribuciones Santa Clara,Carmen Vásquez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Perú,Trujillo,243,No,PEN,10358,2024-12-10,Pastelería El Buen Sabor,Premium,2528.25,Tienda física,119.67,Ruta Norte,UPS,3,3,Logística Integral Perú,Juan Pérez,Nacional,,Terrestre,,
Harina panadera premium (50 kg),Panamá,Ciudad de Panamá,375,No,USD,10372,2024-01-26,Panadería Panamá Viejo,Premium,7031.52,Online,61.58,Ruta Norte,UPS,4,3,Logística Integral Perú,Miguel Sánchez,Exportación,DAP,Aéreo,CONT-233470,Matarani
Harina panadera premium (50 kg),Panamá,Ciudad de Panamá,340,Sí,USD,10383,2024-02-22,Panadería Panamá Viejo,Premium,5340.9,Online,187.01,Ruta Norte,UPS,4,1,Logística Integral Perú,Ana Rojas,Exportación,DAP,Marítimo,CONT-811995,Paita
Harina panadera premium (50 kg),EEUU,Houston,310,Sí,USD,10394,2024-03-15,Andes Bakery LA,Premium,6376.58,Online,248.03,Ruta Sur,FedEx,2,4,Logística Integral Perú,María Torres,Exportación,CIF,Marítimo,CONT-566184,Callao
Harina panadera premium (50 kg),Perú,Trujillo,386,No,PEN,10413,2024-05-05,Minimarket Don Lucho,Premium,6896.75,Distribuidor,126.99,Ruta Centro,FedEx,1,5,Distribuidora Andina Sur,Ana Rojas,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Chiclayo,328,No,PEN,10100,2024-01-06,Bodega Santa Rosa,Panetonera,1903.22,Distribuidor,57.04,Ruta Sur,UPS,2,2,Harinas Express,Miguel Sánchez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Cusco,384,No,PEN,10110,2024-03-18,Panificadora Andina,Panetonera,2499.56,Tienda física,75.07,Ruta Sur,DHL,1,3,Logística Integral Perú,Patricia Salazar,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Guatemala,Ciudad de Guatemala,394,No,USD,10124,2024-05-21,Panadería Chapina,Panetonera,3081.24,Online,86.5,Ruta Sur,UPS,2,1,Logística Norte SAC,Luis Gutiérrez,Exportación,DAP,Aéreo,CONT-262491,Callao
Harina panetonera especial (50 kg),Perú,Cusco,334,No,PEN,10148,2024-09-11,Panadería San José,Panetonera,3598.22,Online,103.97,Ruta Norte,DHL,1,5,Logística Norte SAC,Rosa Fernández,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Cusco,357,No,PEN,10162,2024-10-18,Panificadora InkaPan,Panetonera,3912.09,Tienda física,199.98,Ruta Centro,FedEx,1,4,Harinas Express,María Torres,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Piura,378,No,PEN,10173,2024-11-05,Pastelería Dulce Hogar,Panetonera,1584.66,Online,188.26,Ruta Norte,DHL,1,5,Logística Integral Perú,Juan Pérez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Venezuela,Valencia,231,Sí,USD,10182,2024-11-12,Supermercado Orinoco,Panetonera,3942.72,Online,214.9,Ruta Sur,FedEx,1,3,TransHarinas SAC,Rosa Fernández,Exportación,FOB,Aéreo,CONT-407756,Paita
Harina panetonera especial (50 kg),Perú,Trujillo,234,No,PEN,10193,2024-11-21,Supermercado Túpac Amaru,Panetonera,2341.2,Distribuidor,121.5,Ruta Norte,DHL,0,2,Distribuidora Andina Sur,Andrés Quispe,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Chile,Valparaíso,304,No,USD,10204,2024-12-02,Supermercado Mapocho,Panetonera,2482.11,Tienda física,250.72,Ruta Centro,FedEx,1,4,TransHarinas SAC,Patricia Salazar,Exportación,FOB,Aéreo,CONT-820471,Callao
Harina panetonera especial (50 kg),Perú,Cusco,252,No,PEN,10213,2024-01-22,Panificadora Andina,Panetonera,3602.02,Tienda física,77.14,Ruta Centro,FedEx,1,2,TransHarinas SAC,Ana Rojas,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Cusco,292,No,PEN,10227,2024-03-02,Panadería Doña Rosa,Panetonera,3566.94,Tienda física,151.33,Ruta Norte,UPS,4,5,Logística Norte SAC,Juan Pérez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Guatemala,Quetzaltenango,214,No,USD,10241,2024-04-13,Panadería Chapina,Panetonera,3787.98,Tienda física,244.26,Ruta Sur,FedEx,0,5,TransHarinas SAC,Ana Rojas,Exportación,DAP,Aéreo,CONT-537404,Matarani
Harina panetonera especial (50 kg),Perú,Cusco,339,No,PEN,10280,2024-08-17,Pastelería La Estrella,Panetonera,3704.05,Distribuidor,70.44,Ruta Norte,UPS,1,1,TransHarinas SAC,Miguel Sánchez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Chile,Santiago,251,No,USD,10288,2024-09-01,Supermercado Mapocho,Panetonera,2834.65,Distribuidor,50.76,Ruta Sur,UPS,3,4,TransHarinas SAC,Miguel Sánchez,Exportación,DAP,Aéreo,CONT-676240,Callao
Harina panetonera especial (50 kg),Venezuela,Caracas,236,No,USD,10302,2024-10-06,Supermercado Orinoco,Panetonera,3392.26,Online,267.43,Ruta Centro,UPS,0,5,Harinas Express,Ana Rojas,Exportación,FOB,Aéreo,CONT-907588,Paita
Harina panetonera especial (50 kg),Perú,Arequipa,226,No,PEN,10311,2024-10-16,Pastelería La Estrella,Panetonera,3358.31,Online,116.02,Ruta Norte,DHL,4,3,Distribuidora Andina Sur,Miguel Sánchez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Arequipa,313,Sí,PEN,10332,2024-11-17,Bodega Santa Rosa,Panetonera,7310.0,Online,211.48,Ruta Centro,DHL,2,3,Logística Norte SAC,Pedro Castillo,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Chile,Valparaíso,219,No,USD,10344,2024-11-25,Distribuidora Andina Chile,Panetonera,2203.11,Online,27.1,Ruta Sur,FedEx,4,2,Distribuciones Santa Clara,Rosa Fernández,Exportación,CIF,Aéreo,CONT-315104,Matarani
Harina panetonera especial (50 kg),Perú,Trujillo,262,No,PEN,10367,2024-01-12,Panadería El Trigal,Panetonera,2696.96,Distribuidor,213.21,Ruta Sur,UPS,4,3,Harinas Express,Carlos Huamán,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Colombia,Bogotá,365,Sí,USD,10380,2024-02-16,Panadería La Candelaria,Panetonera,3376.64,Tienda física,108.51,Ruta Norte,UPS,0,5,TransHarinas SAC,Diego Chávez,Exportación,FOB,Aéreo,CONT-929311,Callao
Harina panetonera especial (50 kg),Perú,Lima,120,No,PEN,10407,2024-04-22,Supermercado El Sol,Panetonera,541.14,Distribuidor,35.61,Ruta Norte,FedEx,0,3,Distribuciones Santa Clara,Juan Pérez,Nacional,,Terrestre,,
Harina panetonera especial (50 kg),Perú,Cusco,284,Sí,PEN,10420,2024-05-29,Minimarket Don Lucho,Panetonera,6134.7,Online,190.75,Ruta Norte,UPS,3,4,Distribuidora Andina Sur,Ana Rojas,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),El Salvador,Santa Ana,231,Sí,USD,10105,2024-02-11,Panadería Cuscatlán,Pastelera,3382.5,Distribuidor,87.43,Ruta Centro,FedEx,3,2,TransHarinas SAC,Ana Rojas,Exportación,CIF,Aéreo,CONT-157378,Paita
Harina pastelera premium (50 kg),Perú,Lima,360,No,PEN,10117,2024-04-16,Panadería El Trigal,Pastelera,2240.66,Tienda física,128.31,Ruta Sur,UPS,0,4,Logística Integral Perú,Rosa Fernández,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Chile,Valparaíso,280,No,USD,10128,2024-06-06,Pastelería Don Pedro,Pastelera,3962.88,Tienda física,42.56,Ruta Sur,DHL,0,5,Logística Norte SAC,María Torres,Exportación,FOB,Marítimo,CONT-761166,Callao
Harina pastelera premium (50 kg),Perú,Trujillo,346,No,PEN,10142,2024-08-08,Panificadora InkaPan,Pastelera,1685.28,Distribuidor,61.21,Ruta Centro,FedEx,0,5,Logística Integral Perú,Lucía Ramírez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Piura,242,No,PEN,10153,2024-09-28,Bodega San Martín,Pastelera,1834.36,Distribuidor,103.43,Ruta Norte,FedEx,2,3,Logística Integral Perú,María Torres,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Trujillo,223,No,PEN,10166,2024-10-21,Bodega Santa Rosa,Pastelera,1916.98,Distribuidor,45.13,Ruta Norte,DHL,4,1,Logística Integral Perú,Miguel Sánchez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Chiclayo,361,No,PEN,10177,2024-11-07,Panificadora InkaPan,Pastelera,2611.0,Online,275.03,Ruta Centro,FedEx,3,1,Logística Integral Perú,Juan Pérez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Guatemala,Ciudad de Guatemala,288,No,USD,10185,2024-11-14,Supermercado Quetzal,Pastelera,3630.28,Distribuidor,21.69,Ruta Sur,DHL,3,5,Distribuciones Santa Clara,Pedro Castillo,Exportación,DAP,Marítimo,CONT-558480,Paita
Harina pastelera premium (50 kg),Perú,Trujillo,363,No,PEN,10197,2024-11-26,Pastelería El Buen Sabor,Pastelera,5090.5,Distribuidor,155.48,Ruta Sur,UPS,1,5,Harinas Express,Andrés Quispe,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Trujillo,202,No,PEN,10208,2024-01-02,Supermercado Mi Perú,Pastelera,3949.65,Distribuidor,54.51,Ruta Sur,DHL,2,2,Logística Integral Perú,Ana Rojas,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Piura,363,No,PEN,10221,2024-02-18,Panadería Doña Rosa,Pastelera,3491.67,Tienda física,106.15,Ruta Sur,DHL,0,5,Logística Norte SAC,Andrés Quispe,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Venezuela,Valencia,226,Sí,USD,10232,2024-03-20,Panadería El Ávila,Pastelera,2059.19,Tienda física,279.3,Ruta Centro,FedEx,0,5,TransHarinas SAC,Juan Pérez,Exportación,DAP,Aéreo,CONT-099026,Matarani
Harina pastelera premium (50 kg),Cuba,Santiago de Cuba,329,No,USD,10248,2024-05-07,Bodega Habana Centro,Pastelera,3170.16,Online,65.27,Ruta Sur,UPS,2,2,Logística Integral Perú,Andrés Quispe,Exportación,DAP,Marítimo,CONT-307224,Paita
Harina pastelera premium (50 kg),Perú,Arequipa,400,Sí,PEN,10261,2024-06-17,Panadería San José,Pastelera,1790.6,Online,290.43,Ruta Centro,DHL,3,4,Distribuciones Santa Clara,Patricia Salazar,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Perú,Cusco,297,No,PEN,10273,2024-07-21,Bodega San Martín,Pastelera,2345.97,Tienda física,77.62,Ruta Norte,UPS,0,4,Logística Norte SAC,Diego Chávez,Nacional,,Terrestre,,
Harina pastelera premium (50 kg),Cuba,La Habana,357,No,USD,10283,2024-08-20,Panadería El Malecón,Pastelera,3580.88,Tienda física,227.64,Ruta Centro,DHL,1,2,TransHarinas SAC,Patricia Salazar,Exportación,FOB,Marítimo,CONT-061835,Matarani
